date	close
7-Jun-05	50
8-Jun-05	27
9-Jun-05	18
10-Jun-05	13
11-Jun-05	13
12-Jun-05	13
13-Jun-05	21
14-Jun-05	19
15-Jun-05	14
16-Jun-05	6
17-Jun-05	22
18-Jun-05	5
19-Jun-05	1
20-Jun-05	3
21-Jun-05	21
22-Jun-05	12
23-Jun-05	37
24-Jun-05	16
25-Jun-05	6
26-Jun-05	7
27-Jun-05	12
28-Jun-05	17
29-Jun-05	20
30-Jun-05	18
1-Jul-05	14
2-Jul-05	7
3-Jul-05	8
4-Jul-05	16
5-Jul-05	25
6-Jul-05	9
7-Jul-05	18
8-Jul-05	9
9-Jul-05	24
10-Jul-05	15
11-Jul-05	25
12-Jul-05	19
13-Jul-05	13
14-Jul-05	2
15-Jul-05	4
16-Jul-05	4
17-Jul-05	8
18-Jul-05	21
19-Jul-05	24
20-Jul-05	16
21-Jul-05	19
22-Jul-05	20
23-Jul-05	10
24-Jul-05	12
25-Jul-05	20
26-Jul-05	18
27-Jul-05	4
28-Jul-05	14
29-Jul-05	34
30-Jul-05	38
31-Jul-05	6
1-Aug-05	36
2-Aug-05	32
3-Aug-05	46
4-Aug-05	16
5-Aug-05	50
6-Aug-05	20
7-Aug-05	22
8-Aug-05	28
9-Aug-05	30
10-Aug-05	68
11-Aug-05	22
12-Aug-05	18
13-Aug-05	6
14-Aug-05	50
15-Aug-05	36
16-Aug-05	52
17-Aug-05	88
18-Aug-05	42
19-Aug-05	92
20-Aug-05	64
21-Aug-05	46
22-Aug-05	56
23-Aug-05	44
24-Aug-05	122
25-Aug-05	78
26-Aug-05	32
27-Aug-05	48
28-Aug-05	16
29-Aug-05	62
30-Aug-05	74
31-Aug-05	100
1-Sep-05	46
2-Sep-05	66
3-Sep-05	52
4-Sep-05	70
5-Sep-05	38
6-Sep-05	62
7-Sep-05	82
8-Sep-05	36
9-Sep-05	48
10-Sep-05	34
11-Sep-05	24
12-Sep-05	40
13-Sep-05	66
14-Sep-05	50
15-Sep-05	18
16-Sep-05	24
17-Sep-05	56
18-Sep-05	76
19-Sep-05	58
20-Sep-05	20
21-Sep-05	8
22-Sep-05	30
23-Sep-05	32
24-Sep-05	4
25-Sep-05	36
26-Sep-05	64
27-Sep-05	8
28-Sep-05	28
29-Sep-05	10
30-Sep-05	44
1-Oct-05	46
2-Oct-05	12
3-Oct-05	6
4-Oct-05	28
5-Oct-05	40
6-Oct-05	26
7-Oct-05	12
8-Oct-05	16
9-Oct-05	22
10-Oct-05	44
11-Oct-05	87
12-Oct-05	58
13-Oct-05	60
14-Oct-05	66
15-Oct-05	24
16-Oct-05	26
17-Oct-05	20
18-Oct-05	38
19-Oct-05	84
20-Oct-05	50
21-Oct-05	51
22-Oct-05	24
23-Oct-05	16
24-Oct-05	52
25-Oct-05	16
26-Oct-05	50
27-Oct-05	32
28-Oct-05	10
29-Oct-05	14
30-Oct-05	14
31-Oct-05	12
1-Nov-05	28
2-Nov-05	24
3-Nov-05	24
4-Nov-05	74
5-Nov-05	64
6-Nov-05	12
7-Nov-05	30
8-Nov-05	50
9-Nov-05	66
10-Nov-05	58
11-Nov-05	27
12-Nov-05	16
13-Nov-05	58
14-Nov-05	18
15-Nov-05	66
16-Nov-05	66
17-Nov-05	36
18-Nov-05	58
19-Nov-05	6
20-Nov-05	4
21-Nov-05	26
22-Nov-05	80
23-Nov-05	22
24-Nov-05	24
25-Nov-05	16
27-Nov-05	24
28-Nov-05	32
29-Nov-05	10
30-Nov-05	76
1-Dec-05	32
2-Dec-05	46
3-Dec-05	14
4-Dec-05	10
5-Dec-05	14
6-Dec-05	56
7-Dec-05	28
8-Dec-05	24
9-Dec-05	68
10-Dec-05	30
11-Dec-05	32
12-Dec-05	20
13-Dec-05	54
14-Dec-05	44
15-Dec-05	120
16-Dec-05	36
17-Dec-05	20
18-Dec-05	38
19-Dec-05	48
20-Dec-05	130
21-Dec-05	68
22-Dec-05	16
23-Dec-05	22
24-Dec-05	4
25-Dec-05	2
26-Dec-05	36
27-Dec-05	10
28-Dec-05	16
29-Dec-05	6
30-Dec-05	30
31-Dec-05	10
1-Jan-06	36
2-Jan-06	10
3-Jan-06	18
4-Jan-06	42
5-Jan-06	46
6-Jan-06	14
7-Jan-06	26
8-Jan-06	30
9-Jan-06	16
10-Jan-06	38
11-Jan-06	78
12-Jan-06	26
13-Jan-06	18
14-Jan-06	78
15-Jan-06	34
16-Jan-06	18
17-Jan-06	26
18-Jan-06	42
19-Jan-06	36
20-Jan-06	12
21-Jan-06	18
22-Jan-06	36
23-Jan-06	36
24-Jan-06	88
25-Jan-06	40
26-Jan-06	54
27-Jan-06	26
28-Jan-06	30
29-Jan-06	38
30-Jan-06	60
31-Jan-06	18
1-Feb-06	84
2-Feb-06	30
3-Feb-06	36
4-Feb-06	44
5-Feb-06	18
6-Feb-06	26
7-Feb-06	78
8-Feb-06	90
9-Feb-06	90
10-Feb-06	63
11-Feb-06	52
12-Feb-06	39
13-Feb-06	28
14-Feb-06	56
15-Feb-06	24
16-Feb-06	16
17-Feb-06	22
18-Feb-06	42
19-Feb-06	26
20-Feb-06	52
21-Feb-06	8
22-Feb-06	32
23-Feb-06	86
24-Feb-06	32
25-Feb-06	78
26-Feb-06	38
27-Feb-06	36
28-Feb-06	20
1-Mar-06	38
2-Mar-06	42
3-Mar-06	42
4-Mar-06	54
5-Mar-06	50
6-Mar-06	136
7-Mar-06	80
8-Mar-06	24
9-Mar-06	104
10-Mar-06	44
11-Mar-06	64
12-Mar-06	74
13-Mar-06	40
14-Mar-06	82
15-Mar-06	112
16-Mar-06	82
17-Mar-06	96
18-Mar-06	68
19-Mar-06	36
20-Mar-06	92
21-Mar-06	88
22-Mar-06	40
23-Mar-06	36
24-Mar-06	40
25-Mar-06	46
26-Mar-06	20
27-Mar-06	9
28-Mar-06	16
29-Mar-06	23
30-Mar-06	15
31-Mar-06	30
1-Apr-06	15
2-Apr-06	15
3-Apr-06	28
4-Apr-06	22
5-Apr-06	24
6-Apr-06	19
7-Apr-06	15
8-Apr-06	4
9-Apr-06	16
10-Apr-06	20
11-Apr-06	33
12-Apr-06	14
13-Apr-06	25
14-Apr-06	10
15-Apr-06	3
16-Apr-06	1
17-Apr-06	2
18-Apr-06	19
19-Apr-06	7
20-Apr-06	26
21-Apr-06	29
22-Apr-06	25
23-Apr-06	8
24-Apr-06	19
25-Apr-06	14
26-Apr-06	5
27-Apr-06	14
28-Apr-06	24
29-Apr-06	9
30-Apr-06	12
1-May-06	1
2-May-06	10
3-May-06	19
4-May-06	17
5-May-06	7
6-May-06	8
7-May-06	7
8-May-06	17
9-May-06	7
10-May-06	13
11-May-06	7
12-May-06	42
13-May-06	2
14-May-06	22
15-May-06	21
16-May-06	12
17-May-06	9
18-May-06	9
19-May-06	11
20-May-06	8
21-May-06	1
22-May-06	28
23-May-06	7
24-May-06	8
25-May-06	15
26-May-06	29
27-May-06	3
28-May-06	7
29-May-06	2
30-May-06	18
31-May-06	4
1-Jun-06	8
2-Jun-06	21
3-Jun-06	2
4-Jun-06	20
5-Jun-06	20
6-Jun-06	23
7-Jun-06	26
8-Jun-06	13
9-Jun-06	12
10-Jun-06	61
11-Jun-06	16
12-Jun-06	51
13-Jun-06	31
14-Jun-06	41
15-Jun-06	9
16-Jun-06	27
17-Jun-06	6
18-Jun-06	25
19-Jun-06	44
20-Jun-06	48
21-Jun-06	20
22-Jun-06	30
23-Jun-06	47
24-Jun-06	27
25-Jun-06	19
26-Jun-06	30
27-Jun-06	14
28-Jun-06	16
29-Jun-06	14
30-Jun-06	11
1-Jul-06	9
2-Jul-06	5
3-Jul-06	24
4-Jul-06	15
5-Jul-06	19
6-Jul-06	3
7-Jul-06	12
8-Jul-06	12
9-Jul-06	11
10-Jul-06	17
11-Jul-06	21
12-Jul-06	31
13-Jul-06	11
14-Jul-06	19
15-Jul-06	12
16-Jul-06	18
17-Jul-06	19
18-Jul-06	25
19-Jul-06	28
20-Jul-06	19
21-Jul-06	4
22-Jul-06	12
23-Jul-06	16
24-Jul-06	9
25-Jul-06	9
26-Jul-06	10
27-Jul-06	6
28-Jul-06	3
29-Jul-06	8
30-Jul-06	10
31-Jul-06	6
1-Aug-06	5
2-Aug-06	17
3-Aug-06	7
4-Aug-06	7
5-Aug-06	7
6-Aug-06	18
7-Aug-06	14
8-Aug-06	3
9-Aug-06	9
10-Aug-06	14
11-Aug-06	19
12-Aug-06	1
13-Aug-06	16
14-Aug-06	5
15-Aug-06	11
16-Aug-06	22
17-Aug-06	12
18-Aug-06	24
19-Aug-06	10
20-Aug-06	10
21-Aug-06	17
22-Aug-06	47
23-Aug-06	38
24-Aug-06	39
25-Aug-06	34
26-Aug-06	14
27-Aug-06	15
28-Aug-06	13
29-Aug-06	32
30-Aug-06	46
31-Aug-06	80
1-Sep-06	45
2-Sep-06	29
3-Sep-06	41
4-Sep-06	37
5-Sep-06	28
6-Sep-06	30
7-Sep-06	7
8-Sep-06	42
9-Sep-06	10
10-Sep-06	24
11-Sep-06	21
12-Sep-06	14
13-Sep-06	26
14-Sep-06	10
15-Sep-06	4
16-Sep-06	2
18-Sep-06	13
19-Sep-06	14
20-Sep-06	3
21-Sep-06	6
22-Sep-06	8
23-Sep-06	18
24-Sep-06	12
25-Sep-06	18
26-Sep-06	15
27-Sep-06	5
28-Sep-06	21
29-Sep-06	15
30-Sep-06	21
1-Oct-06	7
2-Oct-06	22
3-Oct-06	4
4-Oct-06	27
5-Oct-06	12
6-Oct-06	11
7-Oct-06	7
8-Oct-06	11
9-Oct-06	6
10-Oct-06	20
11-Oct-06	7
12-Oct-06	19
13-Oct-06	14
15-Oct-06	4
16-Oct-06	11
17-Oct-06	17
18-Oct-06	15
19-Oct-06	9
20-Oct-06	12
21-Oct-06	16
22-Oct-06	12
23-Oct-06	11
24-Oct-06	21
25-Oct-06	1
26-Oct-06	8
27-Oct-06	7
28-Oct-06	8
29-Oct-06	10
30-Oct-06	12
31-Oct-06	7
1-Nov-06	3
2-Nov-06	16
3-Nov-06	8
4-Nov-06	21
5-Nov-06	8
6-Nov-06	12
7-Nov-06	13
8-Nov-06	12
9-Nov-06	24
10-Nov-06	6
11-Nov-06	20
12-Nov-06	20
13-Nov-06	18
14-Nov-06	18
15-Nov-06	16
16-Nov-06	23
17-Nov-06	13
18-Nov-06	2
19-Nov-06	35
20-Nov-06	50
21-Nov-06	8
22-Nov-06	15
23-Nov-06	5
24-Nov-06	10
25-Nov-06	12
26-Nov-06	12
27-Nov-06	14
28-Nov-06	9
29-Nov-06	8
30-Nov-06	19
1-Dec-06	11
2-Dec-06	4
3-Dec-06	5
4-Dec-06	11
5-Dec-06	18
6-Dec-06	16
7-Dec-06	10
8-Dec-06	4
9-Dec-06	4
10-Dec-06	6
11-Dec-06	17
12-Dec-06	45
13-Dec-06	18
14-Dec-06	20
15-Dec-06	18
16-Dec-06	6
17-Dec-06	8
18-Dec-06	8
19-Dec-06	47
20-Dec-06	39
21-Dec-06	26
22-Dec-06	13
23-Dec-06	12
24-Dec-06	4
25-Dec-06	2
26-Dec-06	13
27-Dec-06	15
28-Dec-06	24
29-Dec-06	8
30-Dec-06	26
31-Dec-06	9
1-Jan-07	10
2-Jan-07	29
3-Jan-07	17
4-Jan-07	17
5-Jan-07	21
6-Jan-07	3
7-Jan-07	25
8-Jan-07	44
8-Jan-07	1
9-Jan-07	31
10-Jan-07	20
11-Jan-07	37
12-Jan-07	28
13-Jan-07	4
14-Jan-07	22
15-Jan-07	24
16-Jan-07	42
17-Jan-07	15
18-Jan-07	27
19-Jan-07	59
20-Jan-07	19
21-Jan-07	17
22-Jan-07	41
23-Jan-07	50
24-Jan-07	23
25-Jan-07	21
26-Jan-07	35
27-Jan-07	33
28-Jan-07	46
29-Jan-07	33
30-Jan-07	53
31-Jan-07	18
1-Feb-07	38
2-Feb-07	10
3-Feb-07	8
4-Feb-07	13
5-Feb-07	19
6-Feb-07	30
7-Feb-07	38
8-Feb-07	22
9-Feb-07	13
10-Feb-07	8
11-Feb-07	11
12-Feb-07	22
13-Feb-07	34
14-Feb-07	38
15-Feb-07	15
16-Feb-07	26
17-Feb-07	14
18-Feb-07	10
19-Feb-07	16
20-Feb-07	23
21-Feb-07	21
22-Feb-07	29
23-Feb-07	52
24-Feb-07	26
25-Feb-07	15
26-Feb-07	19
27-Feb-07	4
28-Feb-07	18
1-Mar-07	15
2-Mar-07	16
3-Mar-07	1
4-Mar-07	11
5-Mar-07	31
6-Mar-07	22
7-Mar-07	17
8-Mar-07	32
9-Mar-07	19
10-Mar-07	11
10-Mar-07	1
11-Mar-07	8
12-Mar-07	25
13-Mar-07	23
14-Mar-07	18
15-Mar-07	14
16-Mar-07	29
17-Mar-07	2
18-Mar-07	6
18-Mar-07	1
19-Mar-07	13
20-Mar-07	12
21-Mar-07	14
22-Mar-07	21
23-Mar-07	25
24-Mar-07	21
25-Mar-07	11
26-Mar-07	32
27-Mar-07	28
28-Mar-07	37
29-Mar-07	36
30-Mar-07	27
31-Mar-07	9
1-Apr-07	9
2-Apr-07	12
3-Apr-07	24
4-Apr-07	15
5-Apr-07	4
6-Apr-07	15
7-Apr-07	1
8-Apr-07	11
9-Apr-07	2
10-Apr-07	7
11-Apr-07	19
12-Apr-07	23
13-Apr-07	19
14-Apr-07	14
15-Apr-07	15
16-Apr-07	20
17-Apr-07	41
18-Apr-07	10
19-Apr-07	27
20-Apr-07	16
21-Apr-07	20
22-Apr-07	25
23-Apr-07	5
24-Apr-07	9
25-Apr-07	9
26-Apr-07	18
27-Apr-07	7
28-Apr-07	21
29-Apr-07	7
30-Apr-07	18
1-May-07	24
2-May-07	32
3-May-07	26
4-May-07	13
5-May-07	12
6-May-07	19
7-May-07	31
8-May-07	24
9-May-07	22
10-May-07	20
11-May-07	21
12-May-07	20
13-May-07	29
13-May-07	1
14-May-07	17
15-May-07	20
16-May-07	19
17-May-07	51
18-May-07	20
19-May-07	11
20-May-07	6
21-May-07	17
22-May-07	17
23-May-07	16
24-May-07	16
25-May-07	33
26-May-07	10
27-May-07	15
28-May-07	23
29-May-07	18
30-May-07	16
31-May-07	20
1-Jun-07	15
2-Jun-07	3
3-Jun-07	5
4-Jun-07	17
5-Jun-07	24
6-Jun-07	28
7-Jun-07	42
8-Jun-07	18
9-Jun-07	5
10-Jun-07	10
11-Jun-07	18
12-Jun-07	18
13-Jun-07	21
14-Jun-07	8
15-Jun-07	26
16-Jun-07	7
17-Jun-07	18
18-Jun-07	26
19-Jun-07	26
20-Jun-07	17
21-Jun-07	23
22-Jun-07	4
23-Jun-07	5
24-Jun-07	1
25-Jun-07	9
26-Jun-07	12
27-Jun-07	19
28-Jun-07	20
29-Jun-07	10
30-Jun-07	3
1-Jul-07	16
2-Jul-07	12
3-Jul-07	30
4-Jul-07	7
5-Jul-07	15
6-Jul-07	12
7-Jul-07	6
8-Jul-07	2
9-Jul-07	15
10-Jul-07	7
11-Jul-07	2
12-Jul-07	7
13-Jul-07	9
14-Jul-07	3
15-Jul-07	4
15-Jul-07	1
16-Jul-07	19
17-Jul-07	10
18-Jul-07	14
19-Jul-07	23
20-Jul-07	13
21-Jul-07	11
22-Jul-07	15
23-Jul-07	17
24-Jul-07	23
25-Jul-07	13
26-Jul-07	20
27-Jul-07	22
28-Jul-07	5
29-Jul-07	19
30-Jul-07	16
31-Jul-07	2
1-Aug-07	9
2-Aug-07	2
3-Aug-07	3
4-Aug-07	9
6-Aug-07	4
7-Aug-07	17
8-Aug-07	6
9-Aug-07	4
10-Aug-07	1
11-Aug-07	2
12-Aug-07	21
13-Aug-07	17
14-Aug-07	13
15-Aug-07	21
16-Aug-07	15
17-Aug-07	27
18-Aug-07	17
19-Aug-07	16
20-Aug-07	17
21-Aug-07	24
22-Aug-07	45
23-Aug-07	53
24-Aug-07	75
25-Aug-07	30
26-Aug-07	11
27-Aug-07	25
28-Aug-07	1
29-Aug-07	44
30-Aug-07	32
31-Aug-07	19
1-Sep-07	24
2-Sep-07	18
3-Sep-07	36
4-Sep-07	65
5-Sep-07	29
6-Sep-07	46
6-Sep-07	1
7-Sep-07	38
8-Sep-07	18
9-Sep-07	10
10-Sep-07	14
11-Sep-07	32
12-Sep-07	29
13-Sep-07	33
14-Sep-07	22
15-Sep-07	7
16-Sep-07	11
17-Sep-07	29
18-Sep-07	21
19-Sep-07	57
20-Sep-07	41
21-Sep-07	35
22-Sep-07	24
22-Sep-07	1
23-Sep-07	26
24-Sep-07	24
25-Sep-07	21
26-Sep-07	41
27-Sep-07	67
28-Sep-07	30
29-Sep-07	15
30-Sep-07	10
1-Oct-07	12
2-Oct-07	20
3-Oct-07	36
4-Oct-07	25
5-Oct-07	11
6-Oct-07	10
7-Oct-07	6
8-Oct-07	59
9-Oct-07	60
10-Oct-07	49
11-Oct-07	14
12-Oct-07	23
13-Oct-07	3
14-Oct-07	4
15-Oct-07	11
16-Oct-07	11
17-Oct-07	18
18-Oct-07	48
19-Oct-07	39
20-Oct-07	17
21-Oct-07	3
22-Oct-07	11
23-Oct-07	17
24-Oct-07	39
25-Oct-07	6
26-Oct-07	2
27-Oct-07	17
28-Oct-07	24
29-Oct-07	9
30-Oct-07	45
31-Oct-07	20
1-Nov-07	28
2-Nov-07	43
3-Nov-07	18
4-Nov-07	25
5-Nov-07	23
6-Nov-07	26
7-Nov-07	20
8-Nov-07	27
9-Nov-07	12
10-Nov-07	4
12-Nov-07	6
13-Nov-07	11
14-Nov-07	20
15-Nov-07	7
16-Nov-07	6
18-Nov-07	13
19-Nov-07	27
20-Nov-07	23
21-Nov-07	4
22-Nov-07	20
23-Nov-07	8
24-Nov-07	4
25-Nov-07	12
26-Nov-07	51
27-Nov-07	7
28-Nov-07	13
29-Nov-07	54
30-Nov-07	20
1-Dec-07	10
2-Dec-07	7
3-Dec-07	36
4-Dec-07	19
5-Dec-07	18
6-Dec-07	18
7-Dec-07	31
9-Dec-07	3
10-Dec-07	8
11-Dec-07	16
12-Dec-07	42
13-Dec-07	30
14-Dec-07	22
15-Dec-07	2
16-Dec-07	22
17-Dec-07	27
18-Dec-07	24
19-Dec-07	11
20-Dec-07	9
21-Dec-07	7
22-Dec-07	4
23-Dec-07	10
24-Dec-07	14
25-Dec-07	2
26-Dec-07	7
27-Dec-07	18
28-Dec-07	5
29-Dec-07	7
30-Dec-07	12
31-Dec-07	5
1-Jan-08	3
2-Jan-08	6
3-Jan-08	6
4-Jan-08	7
5-Jan-08	14
6-Jan-08	18
7-Jan-08	10
8-Jan-08	11
9-Jan-08	23
10-Jan-08	15
11-Jan-08	4
12-Jan-08	11
13-Jan-08	16
14-Jan-08	4
15-Jan-08	13
16-Jan-08	29
17-Jan-08	22
18-Jan-08	20
19-Jan-08	37
20-Jan-08	17
21-Jan-08	34
22-Jan-08	35
23-Jan-08	42
24-Jan-08	65
25-Jan-08	44
26-Jan-08	31
27-Jan-08	11
28-Jan-08	18
29-Jan-08	36
30-Jan-08	44
31-Jan-08	26
1-Feb-08	23
2-Feb-08	2
3-Feb-08	13
4-Feb-08	16
5-Feb-08	12
6-Feb-08	18
7-Feb-08	13
8-Feb-08	19
9-Feb-08	1
10-Feb-08	6
11-Feb-08	17
12-Feb-08	17
13-Feb-08	1
14-Feb-08	5
15-Feb-08	13
16-Feb-08	8
17-Feb-08	4
18-Feb-08	7
19-Feb-08	1
20-Feb-08	10
21-Feb-08	15
22-Feb-08	5
23-Feb-08	16
24-Feb-08	12
25-Feb-08	25
26-Feb-08	17
27-Feb-08	13
28-Feb-08	14
29-Feb-08	14
1-Mar-08	16
2-Mar-08	27
3-Mar-08	14
4-Mar-08	13
5-Mar-08	26
6-Mar-08	16
7-Mar-08	15
8-Mar-08	19
9-Mar-08	3
10-Mar-08	7
11-Mar-08	12
12-Mar-08	9
12-Mar-08	1
13-Mar-08	18
14-Mar-08	13
15-Mar-08	2
16-Mar-08	18
17-Mar-08	7
18-Mar-08	50
19-Mar-08	18
20-Mar-08	29
21-Mar-08	22
22-Mar-08	8
23-Mar-08	7
24-Mar-08	11
25-Mar-08	26
26-Mar-08	19
27-Mar-08	14
28-Mar-08	16
29-Mar-08	10
30-Mar-08	3
31-Mar-08	12
1-Apr-08	7
2-Apr-08	13
3-Apr-08	6
4-Apr-08	17
5-Apr-08	3
6-Apr-08	17
7-Apr-08	14
8-Apr-08	40
9-Apr-08	48
10-Apr-08	50
11-Apr-08	35
12-Apr-08	12
13-Apr-08	21
14-Apr-08	13
15-Apr-08	11
16-Apr-08	24
17-Apr-08	15
18-Apr-08	11
19-Apr-08	10
20-Apr-08	25
21-Apr-08	36
22-Apr-08	19
23-Apr-08	31
24-Apr-08	13
25-Apr-08	14
26-Apr-08	18
27-Apr-08	12
28-Apr-08	14
29-Apr-08	20
30-Apr-08	12
1-May-08	13
2-May-08	10
3-May-08	11
4-May-08	7
5-May-08	12
6-May-08	14
7-May-08	34
8-May-08	17
9-May-08	17
10-May-08	13
11-May-08	19
12-May-08	58
13-May-08	31
14-May-08	14
15-May-08	17
16-May-08	21
17-May-08	4
18-May-08	3
19-May-08	15
20-May-08	26
21-May-08	17
22-May-08	16
23-May-08	8
24-May-08	5
25-May-08	6
26-May-08	9
27-May-08	16
28-May-08	2
29-May-08	11
30-May-08	3
31-May-08	7
1-Jun-08	5
2-Jun-08	20
3-Jun-08	23
4-Jun-08	11
5-Jun-08	8
6-Jun-08	3
7-Jun-08	10
8-Jun-08	5
9-Jun-08	5
10-Jun-08	7
11-Jun-08	2
12-Jun-08	8
13-Jun-08	23
14-Jun-08	5
15-Jun-08	1
16-Jun-08	4
17-Jun-08	15
18-Jun-08	10
19-Jun-08	22
20-Jun-08	31
21-Jun-08	2
22-Jun-08	6
23-Jun-08	11
24-Jun-08	19
25-Jun-08	32
26-Jun-08	5
27-Jun-08	16
28-Jun-08	4
29-Jun-08	29
30-Jun-08	6
1-Jul-08	17
2-Jul-08	21
3-Jul-08	15
4-Jul-08	20
4-Jul-08	1
5-Jul-08	32
6-Jul-08	20
7-Jul-08	39
8-Jul-08	67
9-Jul-08	26
10-Jul-08	16
11-Jul-08	17
12-Jul-08	9
13-Jul-08	4
14-Jul-08	5
15-Jul-08	28
16-Jul-08	12
17-Jul-08	14
18-Jul-08	11
19-Jul-08	30
20-Jul-08	9
21-Jul-08	26
22-Jul-08	68
23-Jul-08	51
24-Jul-08	14
25-Jul-08	21
26-Jul-08	44
27-Jul-08	18
28-Jul-08	74
29-Jul-08	82
30-Jul-08	35
31-Jul-08	41
1-Aug-08	20
2-Aug-08	18
3-Aug-08	10
4-Aug-08	5
5-Aug-08	16
6-Aug-08	4
7-Aug-08	12
8-Aug-08	15
9-Aug-08	8
10-Aug-08	6
11-Aug-08	14
12-Aug-08	15
13-Aug-08	5
14-Aug-08	9
15-Aug-08	3
16-Aug-08	3
17-Aug-08	7
18-Aug-08	11
19-Aug-08	8
20-Aug-08	4
21-Aug-08	4
22-Aug-08	9
23-Aug-08	1
24-Aug-08	17
25-Aug-08	24
26-Aug-08	24
27-Aug-08	9
28-Aug-08	23
29-Aug-08	21
30-Aug-08	9
31-Aug-08	11
1-Sep-08	16
2-Sep-08	16
3-Sep-08	26
4-Sep-08	15
5-Sep-08	17
6-Sep-08	24
7-Sep-08	7
8-Sep-08	24
9-Sep-08	15
10-Sep-08	35
11-Sep-08	21
12-Sep-08	31
13-Sep-08	35
14-Sep-08	31
15-Sep-08	16
16-Sep-08	5
17-Sep-08	14
18-Sep-08	12
19-Sep-08	18
20-Sep-08	1
21-Sep-08	2
22-Sep-08	23
23-Sep-08	19
24-Sep-08	22
25-Sep-08	35
26-Sep-08	40
27-Sep-08	18
28-Sep-08	12
29-Sep-08	37
30-Sep-08	58
1-Oct-08	18
2-Oct-08	26
3-Oct-08	17
4-Oct-08	4
5-Oct-08	18
6-Oct-08	19
7-Oct-08	18
8-Oct-08	23
9-Oct-08	30
10-Oct-08	20
11-Oct-08	12
12-Oct-08	9
13-Oct-08	11
14-Oct-08	26
15-Oct-08	14
16-Oct-08	23
17-Oct-08	18
18-Oct-08	17
19-Oct-08	6
20-Oct-08	13
21-Oct-08	7
22-Oct-08	20
23-Oct-08	47
24-Oct-08	17
25-Oct-08	17
26-Oct-08	7
27-Oct-08	3
28-Oct-08	22
29-Oct-08	25
30-Oct-08	18
31-Oct-08	9
1-Nov-08	10
2-Nov-08	5
3-Nov-08	13
4-Nov-08	9
5-Nov-08	4
6-Nov-08	8
7-Nov-08	6
8-Nov-08	16
9-Nov-08	1
10-Nov-08	16
11-Nov-08	25
12-Nov-08	50
13-Nov-08	12
14-Nov-08	5
15-Nov-08	2
16-Nov-08	15
17-Nov-08	56
18-Nov-08	43
19-Nov-08	20
20-Nov-08	36
21-Nov-08	35
22-Nov-08	6
23-Nov-08	13
24-Nov-08	7
25-Nov-08	42
26-Nov-08	63
27-Nov-08	13
28-Nov-08	36
29-Nov-08	11
30-Nov-08	28
1-Dec-08	15
2-Dec-08	29
3-Dec-08	23
4-Dec-08	7
5-Dec-08	25
6-Dec-08	10
7-Dec-08	5
8-Dec-08	27
9-Dec-08	25
10-Dec-08	16
11-Dec-08	21
12-Dec-08	4
13-Dec-08	21
14-Dec-08	16
15-Dec-08	25
16-Dec-08	37
17-Dec-08	21
18-Dec-08	6
19-Dec-08	13
20-Dec-08	15
21-Dec-08	14
22-Dec-08	23
23-Dec-08	25
24-Dec-08	10
25-Dec-08	4
26-Dec-08	13
27-Dec-08	8
28-Dec-08	1
29-Dec-08	1
30-Dec-08	10
31-Dec-08	7
1-Jan-09	6
2-Jan-09	9
3-Jan-09	16
4-Jan-09	8
5-Jan-09	13
6-Jan-09	12
7-Jan-09	9
8-Jan-09	17
9-Jan-09	17
10-Jan-09	7
11-Jan-09	14
12-Jan-09	10
13-Jan-09	4
14-Jan-09	26
15-Jan-09	10
17-Jan-09	1
18-Jan-09	5
19-Jan-09	8
20-Jan-09	20
22-Jan-09	1
23-Jan-09	14
24-Jan-09	14
25-Jan-09	9
26-Jan-09	18
27-Jan-09	21
28-Jan-09	29
29-Jan-09	9
30-Jan-09	5
31-Jan-09	7
2-Feb-09	11
3-Feb-09	24
4-Feb-09	31
5-Feb-09	45
6-Feb-09	54
7-Feb-09	8
8-Feb-09	17
9-Feb-09	30
10-Feb-09	16
11-Feb-09	12
12-Feb-09	31
13-Feb-09	64
14-Feb-09	41
15-Feb-09	11
16-Feb-09	17
17-Feb-09	12
18-Feb-09	14
19-Feb-09	15
20-Feb-09	3
21-Feb-09	11
22-Feb-09	3
23-Feb-09	33
24-Feb-09	10
25-Feb-09	7
26-Feb-09	16
27-Feb-09	18
28-Feb-09	1
1-Mar-09	7
2-Mar-09	28
3-Mar-09	29
4-Mar-09	19
5-Mar-09	18
6-Mar-09	13
7-Mar-09	9
8-Mar-09	2
9-Mar-09	1
10-Mar-09	16
11-Mar-09	15
12-Mar-09	20
13-Mar-09	11
14-Mar-09	4
15-Mar-09	2
16-Mar-09	26
17-Mar-09	10
18-Mar-09	21
19-Mar-09	10
20-Mar-09	13
21-Mar-09	8
22-Mar-09	3
23-Mar-09	19
24-Mar-09	12
25-Mar-09	7
26-Mar-09	15
27-Mar-09	33
28-Mar-09	4
30-Mar-09	3
31-Mar-09	4
1-Apr-09	6
2-Apr-09	11
3-Apr-09	15
4-Apr-09	4
5-Apr-09	9
6-Apr-09	10
7-Apr-09	17
8-Apr-09	16
9-Apr-09	22
10-Apr-09	12
11-Apr-09	1
13-Apr-09	3
14-Apr-09	9
15-Apr-09	12
16-Apr-09	9
17-Apr-09	17
18-Apr-09	2
19-Apr-09	5
21-Apr-09	4
22-Apr-09	9
23-Apr-09	14
24-Apr-09	22
25-Apr-09	2
26-Apr-09	3
27-Apr-09	8
28-Apr-09	13
